avpchange,positionBetweenBands,ema_fast_deviation,rsi_delta,gma,pchange,gma_smoothed,target
0.002352071059505207,59.223806165472794,-173.99014609480218,1.7145769773618085,0.0035056582093401624,0.3770922685201113,0.010224774216598474,0
0.16608664003779683,54.31958138606426,-53.767511343045044,0.7505057126389332,0.3612272744942244,0.3157547169811259,0.35401122810125174,0
0.24247564737525845,88.70718053249259,-107.5956403536693,2.3538677778080768,0.18142878674574997,0.1227248963056824,0.1692866566158387,0
-0.22432741980462537,35.23956844642648,-191.70218356623081,2.4554010559516612,-0.216180241352707,0.3555543807978391,-0.1893217355588684,1
0.15707405546983388,142.85200320447348,-1029.588359798916,16.150525655481623,0.17266338383952412,2.2248696495695475,0.18258183702642947,0
0.2570364614302506,131.9059467334238,-749.9991798994597,2.3436835201924993,0.1636418116049063,2.505651715537921,0.1731118678554181,0
0.06777480718359623,91.6240813364633,-445.44887428545917,5.770115450113877,0.08300714729121252,0.5762558605497897,0.10582281702104315,0
0.04178057503637226,66.38750122977446,-222.19416571334295,1.987851952885677,0.03264871923416733,0.5325151335943725,0.048719770744420625,0
0.07068550851848589,67.02753663333228,0.15782105158723425,-0.8851486508123187,0.10941170306142406,0.07595944133301118,0.10982725404214927,0
-0.04240555719921987,95.73370431581739,-2669.2147368601,22.008843254089825,-0.035074692089009776,4.888204565224473,-0.02087580343987228,0
0.15607732928136023,88.4758052103934,-1151.682368430047,-1.8894729194767947,-0.051838214371791036,4.458944190499215,-0.0363570030830868,1
-0.24426348679037735,35.36944770990184,-233.15253191176453,1.1588249455737127,-0.2152578876360851,0.6991046771069714,-0.188554747736426,1
-0.24527995576908207,12.295660077713528,131.74315642750298,-2.2542504518617292,-0.2201967334914932,-0.047257072769200346,-0.2026923468649753,1
-0.03760749547487036,48.74810256076131,-126.9736728011776,4.370506420712289,-0.02553759123295366,0.17231058919353784,-0.020151425499669584,0
-0.36400754672654,33.65465958131908,-384.29008182376856,-0.8338609678376372,-0.4020045966987948,1.7145616928627143,-0.3603403161846488,1
0.016505351528626897,72.63557664056415,-349.7618693277909,5.133959532366966,0.017600687669183036,0.7787618952382489,0.0342569488640425,0
0.011718651846577091,65.61577154976887,-173.4044540377654,4.206738267754396,0.020767354244436282,0.41618256880536575,0.01159920650401821,0
-0.04646589813667053,33.75495021849021,94.0833932042442,-3.569614178646191,-0.048961050193449575,-0.25074971666306445,-0.03216663319025373,1
0.19204936741171028,98.3822557999104,-237.1068840795342,2.9639283828821306,0.10785631088522434,0.5980343213728495,0.09493547049981996,0
0.10944013566508552,60.39208954453917,202.7683887671592,-7.758378453186502,0.1672172495797563,-0.6098090705454986,0.16655476415215717,1
-0.05101088941306085,48.70493810991088,-246.83979746277328,2.5452669145950395,-0.056573011472208404,0.8915512809883149,-0.048107210841721676,0
-0.09624864299510646,19.30488477410998,35.85552262872807,-0.7486236874325485,-0.10574556571781142,-0.10730438030471377,-0.09666149562315574,1
-0.0893291905843106,38.717982860652164,-234.9134071823646,7.675016141419981,-0.082996032319819,0.6569980877628481,-0.08610224983615528,0
-0.07856583791748434,45.7305319540983,-337.5188404152286,2.791142685398434,-0.05210343144238784,1.1630204388190446,-0.05100041193354972,0
0.12596761822199157,101.94485371787174,-326.1201690847374,4.355768978921709,0.10907890214437062,1.0731259624960179,0.11428748415473691,0
0.1099600873073462,92.14248072963227,-182.35941965135862,3.935202076730377,0.12057837080123049,0.29523578419477475,0.12487038907985973,0
-0.15800096242537431,34.757444731788645,12.21571850044711,-1.4218003457176138,-0.2198294789229447,0.008112438816953746,-0.1743317999460278,1
-0.06552545200358864,30.32285742075037,-18.859978286767728,1.1132333578596345,-0.05972830670977236,0.00984474636624729,-0.0526145770545036,1
-0.5831260764658575,24.999908354699954,-353.9144054511271,9.778026569915198,-0.6084856571508128,0.7814456961417153,-0.5651136232444429,1
-0.33414709803913306,32.01067149019371,-154.8738139156485,-0.4162842548789101,-0.3373785742345649,1.0177434917221768,-0.2992881605740936,0
-0.5056093882510428,31.18450204328081,-285.16810849221656,2.2932473549455494,-0.45888568587219075,0.9514653512191957,-0.39484785329220684,1
-0.4917629872068504,-31.73727209736748,1836.8435219228559,-9.83388161513166,-0.2802119001009364,-4.564384408463466,-0.27903538488643,0
-0.02906854647611018,88.36769687466423,-1563.9921170946036,9.574761854059957,-0.502025460038731,4.226432083527251,-0.5080104843879271,0
0.08658438631667455,85.74382462848479,-632.53605854731,-1.6836378953763855,-0.46536546153413577,1.9824628984602486,-0.4866879716687429,0
